identifier,collection,name,url,thumbnailUrl,owner,rank,Species,Rarity Class,Head,Face,Skin,Eyes,Mouth,Earrings,Headgear,Body,Legs,LegAccessories,Background,Perk 1,Perk 2,priceCurrency,priceAmount,level,character_tokens,health,shield,talent_points_available,talent_points_total,earn_rate,Overachiever,Hodler,Grounded,Stonewall,Adrenaline Rush,Overshield,Black Widow,Galvanized,Nano Meds,Resilience,Cold Blooded,Perseverance,Escape Artist,Scavenger,Cool Moves,Brawler,Automatic Weapons Proficiency,Scatter Weapons Proficiency,Precision Weapons Proficiency,Explosive Weapons Proficiency,Elemental Weapons Proficiency
CEA-2d29f9-3f,CEA-2d29f9,Genesis Cantina Elrond Ape #2113,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2113.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-21ee01a5,erd1z7ptd8md5a7ac3wjmw044x8gs402xstjkvvlt2z2nh4l46eutsyq3v9qw4,1860,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,None,None,None,None,Large Vest Blue,Tactical Pants Orange,Company Bags Brown,Desert,Elemental Weapons Proficiency,Perseverance,,,1,17,2600,1350,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10
CEA-2d29f9-40,CEA-2d29f9,Genesis Cantina Elrond Ape #241,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/241.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-b51ae776,erd14f2mn9drzff9sp5006c25a4m9ylyvg9ucakzywla47q6xrttm3zqgvtraz,367,Genesis Cantina Elrond Ape,Epic,Augmented,Zombie Closed,Zombie,None,None,None,Welding Helmet,Titan Armor Orange,Titan Pants Red,Titan Bags Blue,Outworld,Precision Weapons Proficiency,Overshield,,,10,4462,4218,2322,20,20,2.03,1,0,0,0,4,13,1,0,2,1,2,3,1,0,2,0,0,0,10,0,0
CEA-2d29f9-41,CEA-2d29f9,Genesis Cantina Elrond Ape #1431,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1431.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-cf997cee,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1541,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,None,Mustache,None,None,T Shirt Black,Pilot Pants Brown,Company Bags Blue,Desert,Adrenaline Rush,Hodler,,,3,135,2731,1417,0,0,1.17,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-42,CEA-2d29f9,Genesis Cantina Elrond Ape #1945,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1945.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-9626a882,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,2041,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,None,None,None,None,T Shirt Orange,Pilot Pants Black,None,Desert,Adrenaline Rush,Galvanized,,,5,2379,2951,1531,0,0,1.37,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-43,CEA-2d29f9,Genesis Cantina Elrond Ape #2156,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2156.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-58a4d27b,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1341,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,Steampunk,Bone,None,None,Hoodie Orange,Tactical Pants Black,Tactical Bags Yellow,Desert,Cool Moves,Overshield,,,4,131,2832,1469,0,0,1.27,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
CEA-2d29f9-44,CEA-2d29f9,Genesis Cantina Elrond Ape #1941,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1941.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-e5dae975,erd19tcl5574296aky2hmyppzk8a3e8v9vhuhy6ycz9xwm5lxcne936q09r5gw,1788,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,Love Glasses,Bone,None,None,T Shirt Black,Tactical Pants Orange,None,Desert,Precision Weapons Proficiency,Galvanized,,,17,3876,2731,1417,0,0,1.17,1,1,0,0,1,1,1,10,1,0,0,1,1,1,1,1,0,0,10,0,0
CEA-2d29f9-45,CEA-2d29f9,Genesis Cantina Elrond Ape #1348,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1348.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-1fe919a2,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,994,Genesis Cantina Elrond Ape,Silver,Default,Blue Open,Blue,Monolaser,Party Blower,Punk,None,Company Armor Orange,Tactical Pants Green,Dual Grenades 1 Blue,Artic,Elemental Weapons Proficiency,Black Widow,,,2,27,2754,1427,0,0,1.08,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
CEA-2d29f9-46,CEA-2d29f9,Genesis Cantina Elrond Ape #776,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/776.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d6a398c7,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1078,Genesis Cantina Elrond Ape,Silver,Default,Red Closed,Red,None,None,Punk,Alien Headband,Hoodie Red,Company Pants Orange,Dual Grenades 2 Black,Artic,Cold Blooded,Scatter Weapons Proficiency,,,3,219,2836,1469,0,0,1.17,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0
CEA-2d29f9-47,CEA-2d29f9,Genesis Cantina Elrond Ape #1432,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1432.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-83bb269b,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1395,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,None,Mustache,Punk,None,Leather Vest Brown,Pilot Pants Black,Ammo Belt,Desert,Scavenger,Precision Weapons Proficiency,,,2,18,2652,1376,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0
CEA-2d29f9-48,CEA-2d29f9,Genesis Cantina Elrond Ape #2134,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2134.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-c9eb74ec,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1267,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Cyborg,Octopus Tentacle,None,None,Large Vest Brown,Tactical Pants Red,Titan Bags Black,Desert,Escape Artist,Brawler,,,5,1331,2951,1531,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0
CEA-2d29f9-49,CEA-2d29f9,Genesis Cantina Elrond Ape #365,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/365.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-434e91a0,erd10lkhfzfhlex3my4wpt9tlvsg3s330t92agvsudwk3k9sknk323js9ck3g7,368,Genesis Cantina Elrond Ape,Epic,Default,Grey Open,Augmented,Funny Nose,Rose,None,Black Beanie,Pilot Armor Brown,Rogue Pants Black,Titan Bags Green,Outworld,Scavenger,Resilience,,,1,1,2900,1600,0,0,1.0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0
CEA-2d29f9-4a,CEA-2d29f9,Genesis Cantina Elrond Ape #445,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/445.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-e5300e4d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,669,Genesis Cantina Elrond Ape,Gold,Default,Platinum Closed,Platinum,None,Mustache,None,Sponge,Pilot Armor Green,Titan Pants Green,Tactical Bags Brown,Golden,Hodler,Black Widow,,,4,386,3049,1631,0,0,1.27,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-4b,CEA-2d29f9,Genesis Cantina Elrond Ape #2078,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2078.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-908af39b,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1320,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Cybermeta Tokyo,Exotic Flower,None,None,Bandolier,Tactical Pants Green,Company Bags Blue,Desert,Precision Weapons Proficiency,Resilience,,,3,15,2731,1417,0,0,1.17,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0
CEA-2d29f9-4c,CEA-2d29f9,Genesis Cantina Elrond Ape #612,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/612.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-80bbc947,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1163,Genesis Cantina Elrond Ape,Gold,Default,Camo Closed,Camo,Love Glasses,None,None,None,Rogue Armor Blue,Company Pants Yellow,Mortars Brown,Golden,Overshield,Scavenger,,,9,1517,3864,2067,15,15,1.88,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
CEA-2d29f9-4d,CEA-2d29f9,Genesis Cantina Elrond Ape #2065,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2065.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-37a0fe88,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1297,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Monolaser,Pacifier,None,None,Tank Shirt Blue,Pilot Pants White,Company Bags Brown,Desert,Resilience,Adrenaline Rush,,,3,59,2731,1417,0,0,1.17,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-4e,CEA-2d29f9,Genesis Cantina Elrond Ape #1312,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1312.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-b14ab3e6,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,659,Genesis Cantina Elrond Ape,Silver,Default,Blue Open,Blue,Steampunk,Wheat,None,Site Helmet,Tank Shirt Orange,Company Pants Green,Radio,Artic,Overachiever,Grounded,,,6,251,3206,1661,0,0,1.48,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-4f,CEA-2d29f9,Genesis Cantina Elrond Ape #929,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/929.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-140c5b3b,erd1nxs20z6xwtxeqgdk8dal4kypx58u342qfar4schjvx02upvatadscsrfyv,633,Genesis Cantina Elrond Ape,Silver,Default,Blue Open,Blue,Monolaser,Party Blower,Punk,Black Beanie,Hoodie Brown,Company Pants Orange,Dual Grenades 1 Black,Artic,Black Widow,Cold Blooded,,,6,1293,3206,1661,0,0,1.48,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-50,CEA-2d29f9,Genesis Cantina Elrond Ape #434,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/434.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-8d82d95c,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,348,Genesis Cantina Elrond Ape,Gold,Default,Platinum Open,Platinum,Love Glasses,Pacifier,None,Gold Crown,Large Vest Orange,Titan Pants Blue,Tech Belt Orange,Golden,Adrenaline Rush,Cold Blooded,,,5,416,3178,1700,0,0,1.37,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-51,CEA-2d29f9,Genesis Cantina Elrond Ape #1164,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1164.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-f02e9af0,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1145,Genesis Cantina Elrond Ape,Silver,Default,Gold Open,Gold,None,Party Blower,None,Tennis Headband,T Shirt Black,Tactical Pants Red,Company Bags Black,Artic,Hodler,Cool Moves,,,3,7,2836,1469,0,0,1.17,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
CEA-2d29f9-52,CEA-2d29f9,Genesis Cantina Elrond Ape #163,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/163.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-7cda4559,erd1my2pw4r7sl66d8lwvulwesd08skncvwpg5dy7q5yk5l0jn67x59sh6042k,824,Genesis Cantina Elrond Ape,Epic,Default,Grey Closed,Augmented,None,None,None,Welding Helmet,Cyborg Body Orange,Pilot Pants Black,Tech Belt Grey,Outworld,Automatic Weapons Proficiency,Adrenaline Rush,,,4,152,3158,1739,0,0,1.27,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
CEA-2d29f9-53,CEA-2d29f9,Genesis Cantina Elrond Ape #236,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/236.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-0377075e,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,91,Genesis Cantina Elrond Ape,Epic,Default,Gold Open,Gold,Funny Nose,Lollipop,Tribal,Gold Crown,Titan Armor Green,Titan Pants Blue,Mortars Black,Outworld,Cool Moves,Scatter Weapons Proficiency,,,14,2734,5221,2874,40,40,2.79,5,2,0,0,3,0,3,4,1,3,3,3,1,6,12,4,0,10,0,0,0
CEA-2d29f9-54,CEA-2d29f9,Genesis Cantina Elrond Ape #491,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/491.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-deca2cbf,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,483,Genesis Cantina Elrond Ape,Gold,Default,Camo Open,Camo,None,Bone,Tribal,Red Beanie,Company Armor Mk.2 Black,Rogue Pants Red,Quad Grenades 1 Black,Golden,Cool Moves,Escape Artist,,,16,1609,5599,2995,50,50,3.26,2,2,0,0,1,2,2,1,2,1,2,2,10,3,10,0,0,0,0,0,0
CEA-2d29f9-55,CEA-2d29f9,Genesis Cantina Elrond Ape #79,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/79.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-9b3e0586,erd10t86rsk3rzaap7gqkcgp930d24rw8wusx8e6z4ncfgqxqp3s29ss4fvkz6,105,Genesis Cantina Elrond Ape,Legendary,Augmented,Gold Closed,Gold,MetaScreen Matrix,None,Punk,Sugegasa,Pilot Armor Mk.2 Orange,Pilot Pants Orange,Company Bags Black,Neon,Resilience,Perseverance,,,12,2048,4857,2824,30,30,2.38,3,0,0,3,0,0,0,2,3,12,0,12,0,0,0,3,2,2,0,3,0
CEA-2d29f9-56,CEA-2d29f9,Genesis Cantina Elrond Ape #944,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/944.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-df45cac5,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,1103,Genesis Cantina Elrond Ape,Silver,Default,Robot Closed,Robot,None,None,None,None,Tactical Vest Black,Company Pants Green,Company Bags Brown,Artic,Scatter Weapons Proficiency,Resilience,EGLD,19.0,1,0,2700,1400,0,0,1.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0
CEA-2d29f9-57,CEA-2d29f9,Genesis Cantina Elrond Ape #193,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/193.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-64bf7fdb,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,353,Genesis Cantina Elrond Ape,Epic,Default,Platinum Open,Platinum,None,Pipe,None,Paint,Titan Armor Mk.2 Orange,Titan Pants Orange,Quad Grenades 1 Orange,Outworld,Cold Blooded,Scatter Weapons Proficiency,,,12,7379,4693,2583,30,30,2.38,1,1,0,0,0,5,4,2,3,1,14,0,1,3,2,3,0,10,0,0,0
CEA-2d29f9-58,CEA-2d29f9,Genesis Cantina Elrond Ape #926,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/926.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-8f45b7b9,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,922,Genesis Cantina Elrond Ape,Silver,Default,Blue Closed,Blue,Green Visor,None,None,Viking,Tactical Vest Red,Rogue Pants Red,Pilot Bags Green,Artic,Elemental Weapons Proficiency,Precision Weapons Proficiency,EGLD,1.17,5,3195,3064,1587,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
CEA-2d29f9-59,CEA-2d29f9,Genesis Cantina Elrond Ape #798,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/798.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d0612f61,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1084,Genesis Cantina Elrond Ape,Silver,Default,Red Closed,Red,None,None,Punk,Green Dad Hat,Mercenary Armor Green,Tactical Pants Orange,Dagger Holster Black,Artic,Escape Artist,Explosive Weapons Proficiency,,,7,2555,3364,1743,5,5,1.6,0,0,1,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,11,1
CEA-2d29f9-5a,CEA-2d29f9,Genesis Cantina Elrond Ape #72,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/72.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-97046303,erd12xun43zaej6kdh6eh0u9kku36x5wyzw4yqm74q52flep40wjxlhs3jyhjt,40,Genesis Cantina Elrond Ape,Legendary,Default,Gold Open,Gold,MetaScreen Red,Bone,Punk,Wizzard,Pilot Armor Mk.2 Blue,Titan Pants Neon,Quad Grenades 2 Black,Neon,Galvanized,Automatic Weapons Proficiency,,,20,5,7336,4266,70,70,4.47,1,1,0,0,4,1,3,11,5,3,3,5,6,2,1,6,10,0,0,0,0
CEA-2d29f9-5b,CEA-2d29f9,Genesis Cantina Elrond Ape #1737,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1737.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-061e710f,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1624,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,Cybermeta Tokyo,None,None,None,Leather Vest Black,Tactical Pants Orange,Company Bags Black,Desert,Overshield,Galvanized,,,5,1890,2951,1531,0,0,1.37,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-5c,CEA-2d29f9,Genesis Cantina Elrond Ape #1780,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1780.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-611d0135,erd1wpcpl0dfqync8n7pvx7ua3uvh7y6hr93awarxwmvw5vq5hsnasssc6al83,1088,Genesis Cantina Elrond Ape,Bronze,Default,Camo Closed,Camo,Cybermeta Tokyo,Mustache,Punk,None,T Shirt Brown,Tactical Pants Red,Radio,Desert,Precision Weapons Proficiency,Nano Meds,,,4,2,2832,1469,0,0,1.27,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0
CEA-2d29f9-5d,CEA-2d29f9,Genesis Cantina Elrond Ape #1878,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1878.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-8c40a34b,erd1tykhxqufvrfsqnxzqy6uxxgn3zf4a6ze4ehve0mh8g4pdtlr9cps8g8k7w,1643,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,None,Exotic Flower,None,None,T Shirt Black,Tactical Pants Red,Radio,Desert,Grounded,Cold Blooded,,,1,0,2600,1350,0,0,1.0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-5e,CEA-2d29f9,Genesis Cantina Elrond Ape #1097,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1097.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-9f4512af,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,650,Genesis Cantina Elrond Ape,Silver,Default,Red Open,Red,Funny Nose,Pipe,None,Sponge,Bandolier,Rogue Pants Orange,Dagger Holster Brown,Artic,Adrenaline Rush,Cold Blooded,,,1,19,2700,1400,0,0,1.0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-5f,CEA-2d29f9,Genesis Cantina Elrond Ape #1969,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1969.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-446baf66,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,1430,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,None,Pacifier,Punk,None,Tank Shirt Green,Tactical Pants Orange,Tactical Bags Brown,Desert,Hodler,Overachiever,EGLD,0.79,1,0,2600,1350,0,0,1.0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-60,CEA-2d29f9,Genesis Cantina Elrond Ape #1467,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1467.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-26b790a6,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1945,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,None,None,None,None,T Shirt Green,Tactical Pants Green,Ammo Belt,Desert,Resilience,Overshield,,,4,40,2832,1469,0,0,1.27,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-61,CEA-2d29f9,Genesis Cantina Elrond Ape #1537,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1537.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-0eb62991,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,1263,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Love Glasses,Wheat,None,None,Tactical Vest Brown,Pilot Pants White,Company Bags Blue,Desert,Galvanized,Automatic Weapons Proficiency,EGLD,1.07,7,916,3240,1681,5,5,1.6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0
CEA-2d29f9-62,CEA-2d29f9,Genesis Cantina Elrond Ape #968,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/968.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-7d0cfd53,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,992,Genesis Cantina Elrond Ape,Silver,Default,Camo Closed,Camo,Love Glasses,None,None,Site Helmet,Company Armor Mk.2 Black,Company Pants Orange,Company Bags Blue,Artic,Cool Moves,Brawler,EGLD,1.2,7,1256,3364,1743,5,5,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0
CEA-2d29f9-63,CEA-2d29f9,Genesis Cantina Elrond Ape #1857,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1857.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-81be6052,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1752,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,None,Pipe,None,None,Large Vest Green,Tactical Pants Blue,Company Bags Black,Desert,Cold Blooded,Black Widow,,,3,10,2731,1417,0,0,1.17,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0
